x,y,r
-0.6951,1.265,0.04
-0.6395,1.265,0.04
-0.5839,1.265,0.04
-0.5283,1.265,0.04
-0.4727,1.265,0.04
-0.4171,1.265,0.04
-0.3615,1.265,0.04
-0.3059,1.265,0.04
-0.2502,1.265,0.04
-0.1946,1.265,0.04
-0.139,1.265,0.04
-0.0834,1.265,0.04
-0.0278,1.265,0.04
0.0278,1.265,0.04
0.0834,1.265,0.04
0.139,1.265,0.04
0.1946,1.265,0.04
0.2502,1.265,0.04
0.3059,1.265,0.04
0.3615,1.265,0.04
0.4171,1.265,0.04
0.4727,1.265,0.04
0.5283,1.265,0.04
0.5839,1.265,0.04
0.6395,1.265,0.04
0.6951,1.265,0.04
0.7507,1.265,0.04
0.8063,1.265,0.04
0.862,1.265,0.04
0.9176,1.265,0.04
0.9732,1.265,0.04
1.0288,1.265,0.04
1.0844,1.265,0.04
-1.0844,1.32,0.04
-1.0288,1.32,0.04
-0.9732,1.32,0.04
-0.9176,1.32,0.04
-0.862,1.32,0.04
-0.8063,1.32,0.04
-0.7507,1.32,0.04
-0.6951,1.32,0.04
-0.6395,1.32,0.04
-0.5839,1.32,0.04
-0.5283,1.32,0.04
-0.4727,1.32,0.04
-0.4171,1.32,0.04
-0.3615,1.32,0.04
-0.3059,1.32,0.04
-0.2502,1.32,0.04
-0.1946,1.32,0.04
-0.139,1.32,0.04
-0.0834,1.32,0.04
-0.0278,1.32,0.04
0.0278,1.32,0.04
0.0834,1.32,0.04
0.139,1.32,0.04
0.1946,1.32,0.04
0.2502,1.32,0.04
0.3059,1.32,0.04
0.3615,1.32,0.04
0.4171,1.32,0.04
0.4727,1.32,0.04
0.5283,1.32,0.04
0.5839,1.32,0.04
0.6395,1.32,0.04
0.6951,1.32,0.04
0.7507,1.32,0.04
0.8063,1.32,0.04
0.862,1.32,0.04
0.9176,1.32,0.04
0.9732,1.32,0.04
1.0288,1.32,0.04
1.0844,1.32,0.04
-1.0844,1.375,0.04
-1.0288,1.375,0.04
-0.9732,1.375,0.04
-0.9176,1.375,0.04
-0.862,1.375,0.04
-0.8063,1.375,0.04
-0.7507,1.375,0.04
-0.6951,1.375,0.04
-0.6395,1.375,0.04
-0.5839,1.375,0.04
-0.5283,1.375,0.04
-0.4727,1.375,0.04
-0.4171,1.375,0.04
-0.3615,1.375,0.04
-0.3059,1.375,0.04
-0.2502,1.375,0.04
-0.1946,1.375,0.04
-0.139,1.375,0.04
-0.0834,1.375,0.04
-0.0278,1.375,0.04
0.0278,1.375,0.04
0.0834,1.375,0.04
0.139,1.375,0.04
0.1946,1.375,0.04
0.2502,1.375,0.04
0.3059,1.375,0.04
0.3615,1.375,0.04
0.4171,1.375,0.04
0.4727,1.375,0.04
0.5283,1.375,0.04
0.5839,1.375,0.04
0.6395,1.375,0.04
0.6951,1.375,0.04
0.7507,1.375,0.04
0.8063,1.375,0.04
0.862,1.375,0.04
0.9176,1.375,0.04
0.9732,1.375,0.04
1.0288,1.375,0.04
1.0844,1.375,0.04
-1.0844,1.43,0.04
-1.0288,1.43,0.04
-0.9732,1.43,0.04
-0.9176,1.43,0.04
-0.862,1.43,0.04
-0.8063,1.43,0.04
-0.7507,1.43,0.04
-0.6951,1.43,0.04
-0.6395,1.43,0.04
-0.5839,1.43,0.04
-0.5283,1.43,0.04
-0.4727,1.43,0.04
-0.4171,1.43,0.04
-0.3615,1.43,0.04
-0.3059,1.43,0.04
-0.2502,1.43,0.04
-0.1946,1.43,0.04
-0.139,1.43,0.04
-0.0834,1.43,0.04
-0.0278,1.43,0.04
0.0278,1.43,0.04
0.0834,1.43,0.04
0.139,1.43,0.04
0.1946,1.43,0.04
0.2502,1.43,0.04
0.3059,1.43,0.04
0.3615,1.43,0.04
0.4171,1.43,0.04
0.4727,1.43,0.04
0.5283,1.43,0.04
0.5839,1.43,0.04
0.6395,1.43,0.04
0.6951,1.43,0.04
0.7507,1.43,0.04
0.8063,1.43,0.04
0.862,1.43,0.04
0.9176,1.43,0.04
0.9732,1.43,0.04
1.0288,1.43,0.04
1.0844,1.43,0.04
-1.0844,1.485,0.04
-1.0288,1.485,0.04
-0.9732,1.485,0.04
-0.9176,1.485,0.04
-0.862,1.485,0.04
-0.8063,1.485,0.04
-0.7507,1.485,0.04
-0.6951,1.485,0.04
-0.6395,1.485,0.04
-0.5839,1.485,0.04
-0.5283,1.485,0.04
-0.4727,1.485,0.04
-0.4171,1.485,0.04
-0.3615,1.485,0.04
-0.3059,1.485,0.04
-0.2502,1.485,0.04
-0.1946,1.485,0.04
-0.139,1.485,0.04
-0.0834,1.485,0.04
-0.0278,1.485,0.04
0.0278,1.485,0.04
0.0834,1.485,0.04
0.139,1.485,0.04
0.1946,1.485,0.04
0.2502,1.485,0.04
0.3059,1.485,0.04
0.3615,1.485,0.04
0.4171,1.485,0.04
0.4727,1.485,0.04
0.5283,1.485,0.04
0.5839,1.485,0.04
0.6395,1.485,0.04
0.6951,1.485,0.04
0.7507,1.485,0.04
0.8063,1.485,0.04
0.862,1.485,0.04
0.9176,1.485,0.04
0.9732,1.485,0.04
1.0288,1.485,0.04
1.0844,1.485,0.04
